Data,Dia,Ibov,Mes,Ano
1994-01-03,3,380.09,1,1994
1994-01-04,4,400.549,1,1994
1994-01-05,5,421.045,1,1994
1994-01-06,6,444.174,1,1994
1994-01-07,7,476.395,1,1994
1994-01-10,10,495.393,1,1994
1994-01-11,11,501.411,1,1994
1994-01-12,12,536.43,1,1994
1994-01-13,13,561.652,1,1994
1994-01-14,14,551.061,1,1994
1994-01-17,17,598.053,1,1994
1994-01-18,18,605.71,1,1994
1994-01-19,19,642.024,1,1994
1994-01-20,20,689.677,1,1994
1994-01-21,21,689.178,1,1994
1994-01-24,24,689.562,1,1994
1994-01-26,26,704.938,1,1994
1994-01-27,27,684.494,1,1994
1994-01-28,28,689.217,1,1994
1994-01-31,31,740.556,1,1994
1994-02-01,1,826.862,2,1994
1994-02-02,2,823.057,2,1994
1994-02-03,3,798.354,2,1994
1994-02-04,4,821.282,2,1994
1994-02-07,7,848.729,2,1994
1994-02-08,8,887.987,2,1994
1994-02-09,9,904.668,2,1994
1994-02-10,10,1000.94,2,1994
1994-02-11,11,1035.44,2,1994
1994-02-17,17,1040.93,2,1994
1994-02-18,18,944.85,2,1994
1994-02-21,21,928.56,2,1994
1994-02-22,22,1053.68,2,1994
1994-02-23,23,1063.01,2,1994
1994-02-24,24,997.95,2,1994
1994-02-25,25,1008.32,2,1994
1994-02-28,28,1053.85,2,1994
1994-03-01,1,1073.32,3,1994
1994-03-02,2,1021.48,3,1994
1994-03-03,3,1045.79,3,1994
1994-03-04,4,1114.01,3,1994
1994-03-07,7,1193.94,3,1994
1994-03-08,8,1204.52,3,1994
1994-03-09,9,1260.24,3,1994
1994-03-10,10,1266.9,3,1994
1994-03-11,11,1268.74,3,1994
1994-03-14,14,1329.65,3,1994
1994-03-15,15,1350.93,3,1994
1994-03-16,16,1408.4,3,1994
1994-03-17,17,1393.77,3,1994
1994-03-18,18,1331.8,3,1994
1994-03-21,21,1270.83,3,1994
1994-03-22,22,1353.53,3,1994
1994-03-23,23,1415.72,3,1994
1994-03-24,24,1376.64,3,1994
1994-03-25,25,1459.07,3,1994
1994-03-28,28,1469.26,3,1994
1994-03-29,29,1440.75,3,1994
1994-03-30,30,1515.58,3,1994
1994-04-04,4,1355.02,4,1994
1994-04-05,5,1427.98,4,1994
1994-04-06,6,1435.5,4,1994
1994-04-07,7,1474.89,4,1994
1994-04-08,8,1537.42,4,1994
1994-04-11,11,1659.58,4,1994
1994-04-12,12,1648.87,4,1994
1994-04-13,13,1552.7,4,1994
1994-04-14,14,1506.22,4,1994
1994-04-15,15,1443.4,4,1994
1994-04-18,18,1401.14,4,1994
1994-04-19,19,1345.63,4,1994
1994-04-20,20,1283.84,4,1994
1994-04-22,22,1420.28,4,1994
1994-04-25,25,1551.6,4,1994
1994-04-26,26,1583.87,4,1994
1994-04-27,27,1605.18,4,1994
1994-04-28,28,1672.71,4,1994
1994-04-29,29,1708.42,4,1994
1994-05-02,2,1725.66,5,1994
1994-05-03,3,1648.35,5,1994
1994-05-04,4,1573.83,5,1994
1994-05-05,5,1447.88,5,1994
1994-05-06,6,1510.33,5,1994
1994-05-09,9,1421.75,5,1994
1994-05-10,10,1547.96,5,1994
1994-05-11,11,1546.05,5,1994
1994-05-12,12,1637.8,5,1994
1994-05-13,13,1585.87,5,1994
1994-05-16,16,1562.64,5,1994
1994-05-17,17,1648.36,5,1994
1994-05-18,18,1790.94,5,1994
1994-05-19,19,2008.46,5,1994
1994-05-20,20,2031.74,5,1994
1994-05-23,23,2096.28,5,1994
1994-05-24,24,2127.76,5,1994
1994-05-25,25,2301.79,5,1994
1994-05-26,26,2342.11,5,1994
1994-05-27,27,2349.45,5,1994
1994-05-30,30,2428.44,5,1994
1994-05-31,31,2467.21,5,1994
1994-06-01,1,2526.45,6,1994
1994-06-03,3,2695.99,6,1994
1994-06-06,6,2908.69,6,1994
1994-06-07,7,2920.51,6,1994
1994-06-08,8,2821.81,6,1994
1994-06-09,9,2932.42,6,1994
1994-06-10,10,3020.42,6,1994
1994-06-13,13,2946.94,6,1994
1994-06-14,14,3017.32,6,1994
1994-06-15,15,3069.78,6,1994
1994-06-16,16,3033.88,6,1994
1994-06-17,17,3237.63,6,1994
1994-06-20,20,3237.87,6,1994
1994-06-21,21,3127.62,6,1994
1994-06-22,22,3198.58,6,1994
1994-06-23,23,3140.02,6,1994
1994-06-24,24,3109.62,6,1994
1994-06-27,27,3372.1,6,1994
1994-06-28,28,3563.59,6,1994
1994-06-29,29,3828.39,6,1994
1994-06-30,30,3623.15,6,1994
1994-07-04,4,3580.89,7,1994
1994-07-05,5,3564.31,7,1994
1994-07-06,6,3753.52,7,1994
1994-07-07,7,3904.99,7,1994
1994-07-08,8,4051.91,7,1994
1994-07-11,11,4010.87,7,1994
1994-07-12,12,3919.78,7,1994
1994-07-13,13,3840.89,7,1994
1994-07-14,14,4016.52,7,1994
1994-07-15,15,4079.9,7,1994
1994-07-18,18,4045.31,7,1994
1994-07-19,19,3874.65,7,1994
1994-07-20,20,4038.62,7,1994
1994-07-21,21,4018.47,7,1994
1994-07-22,22,3986.64,7,1994
1994-07-25,25,3993.93,7,1994
1994-07-26,26,4077.2,7,1994
1994-07-27,27,4150.06,7,1994
1994-07-28,28,4255.39,7,1994
1994-07-29,29,4201.33,7,1994
1994-08-01,1,4152.04,8,1994
1994-08-02,2,4310.77,8,1994
1994-08-03,3,4392.16,8,1994
1994-08-04,4,4354.98,8,1994
1994-08-05,5,4469.51,8,1994
1994-08-08,8,4580.91,8,1994
1994-08-09,9,4558.28,8,1994
1994-08-10,10,4513.23,8,1994
1994-08-11,11,4463.76,8,1994
1994-08-12,12,4547.1,8,1994
1994-08-15,15,4651.0,8,1994
1994-08-16,16,4744.11,8,1994
1994-08-17,17,4968.94,8,1994
1994-08-18,18,5026.58,8,1994
1994-08-19,19,5138.28,8,1994
1994-08-22,22,5385.81,8,1994
1994-08-23,23,5303.95,8,1994
1994-08-24,24,5207.71,8,1994
1994-08-25,25,5354.63,8,1994
1994-08-26,26,5214.31,8,1994
1994-08-29,29,5323.09,8,1994
1994-08-30,30,5379.67,8,1994
1994-08-31,31,5329.45,8,1994
1994-09-01,1,5436.9,9,1994
1994-09-02,2,5367.48,9,1994
1994-09-05,5,4804.03,9,1994
1994-09-06,6,4988.69,9,1994
1994-09-08,8,5272.11,9,1994
1994-09-09,9,5351.12,9,1994
1994-09-12,12,5510.91,9,1994
1994-09-13,13,5510.97,9,1994
1994-09-14,14,5476.41,9,1994
1994-09-15,15,5287.48,9,1994
1994-09-16,16,5293.71,9,1994
1994-09-19,19,5291.8,9,1994
1994-09-20,20,5177.39,9,1994
1994-09-21,21,5343.55,9,1994
1994-09-22,22,5395.21,9,1994
1994-09-23,23,5453.24,9,1994
1994-09-26,26,5265.06,9,1994
1994-09-27,27,5217.51,9,1994
1994-09-28,28,5277.08,9,1994
1994-09-29,29,5442.63,9,1994
1994-09-30,30,5484.04,9,1994
1994-10-04,4,5335.11,10,1994
1994-10-05,5,5166.88,10,1994
1994-10-06,6,4979.37,10,1994
1994-10-07,7,4876.74,10,1994
1994-10-10,10,5032.1,10,1994
1994-10-11,11,4925.98,10,1994
1994-10-13,13,4944.58,10,1994
1994-10-14,14,4833.79,10,1994
1994-10-17,17,4784.37,10,1994
1994-10-18,18,4909.57,10,1994
1994-10-19,19,4758.71,10,1994
1994-10-20,20,4724.49,10,1994
1994-10-21,21,4561.9,10,1994
1994-10-24,24,4344.06,10,1994
1994-10-25,25,4543.35,10,1994
1994-10-26,26,4663.73,10,1994
1994-10-27,27,4706.7,10,1994
1994-10-28,28,4927.59,10,1994
1994-10-31,31,4797.92,10,1994
1994-11-01,1,4700.89,11,1994
1994-11-03,3,4508.03,11,1994
1994-11-04,4,4666.69,11,1994
1994-11-07,7,4808.76,11,1994
1994-11-08,8,4782.1,11,1994
1994-11-09,9,4885.03,11,1994
1994-11-10,10,4992.58,11,1994
1994-11-11,11,4951.95,11,1994
1994-11-14,14,4948.71,11,1994
1994-11-16,16,4989.56,11,1994
1994-11-17,17,4873.72,11,1994
1994-11-18,18,4712.48,11,1994
1994-11-21,21,4483.49,11,1994
1994-11-22,22,4494.83,11,1994
1994-11-23,23,4393.0,11,1994
1994-11-24,24,4573.38,11,1994
1994-11-25,25,4398.74,11,1994
1994-11-28,28,4398.75,11,1994
1994-11-29,29,4672.0,11,1994
1994-11-30,30,4656.03,11,1994
1994-12-01,1,4652.31,12,1994
1994-12-02,2,4525.43,12,1994
1994-12-05,5,4631.39,12,1994
1994-12-06,6,4573.01,12,1994
1994-12-07,7,4597.15,12,1994
1994-12-08,8,4768.66,12,1994
1994-12-09,9,4731.33,12,1994
1994-12-12,12,4813.16,12,1994
1994-12-13,13,4835.15,12,1994
1994-12-14,14,4976.88,12,1994
1994-12-15,15,4842.66,12,1994
1994-12-16,16,4917.66,12,1994
1994-12-19,19,4922.93,12,1994
1994-12-20,20,4799.06,12,1994
1994-12-21,21,4495.24,12,1994
1994-12-22,22,4221.22,12,1994
1994-12-23,23,4351.4,12,1994
1994-12-26,26,4278.27,12,1994
1994-12-27,27,4113.72,12,1994
1994-12-28,28,4195.29,12,1994
1994-12-29,29,4353.92,12,1994
1995-01-02,2,4319.07,1,1995
1995-01-03,3,4097.98,1,1995
1995-01-04,4,3967.91,1,1995
1995-01-05,5,4036.68,1,1995
1995-01-06,6,3827.38,1,1995
1995-01-09,9,3627.81,1,1995
1995-01-10,10,3270.04,1,1995
1995-01-11,11,3499.13,1,1995
1995-01-12,12,3840.62,1,1995
1995-01-13,13,4103.84,1,1995
1995-01-16,16,4056.43,1,1995
1995-01-17,17,4209.79,1,1995
1995-01-18,18,4078.52,1,1995
1995-01-19,19,3809.36,1,1995
1995-01-20,20,3862.31,1,1995
1995-01-23,23,3758.45,1,1995
1995-01-24,24,3840.25,1,1995
1995-01-26,26,3926.89,1,1995
1995-01-27,27,3784.33,1,1995
1995-01-30,30,3580.73,1,1995
1995-01-31,31,3885.02,1,1995
1995-02-01,1,3989.82,2,1995
1995-02-02,2,3897.87,2,1995
1995-02-03,3,3944.37,2,1995
1995-02-06,6,3829.83,2,1995
1995-02-07,7,3637.4,2,1995
1995-02-08,8,3556.27,2,1995
1995-02-09,9,3401.56,2,1995
1995-02-10,10,3307.7,2,1995
1995-02-13,13,3294.94,2,1995
1995-02-14,14,3192.23,2,1995
1995-02-15,15,3069.4,2,1995
1995-02-16,16,2863.82,2,1995
1995-02-17,17,3023.28,2,1995
1995-02-20,20,2961.61,2,1995
1995-02-21,21,2793.07,2,1995
1995-02-22,22,2872.39,2,1995
1995-02-23,23,3217.42,2,1995
1995-02-24,24,3270.87,2,1995
1995-03-02,2,2989.08,3,1995
1995-03-03,3,2988.0,3,1995
1995-03-06,6,2867.16,3,1995
1995-03-07,7,2615.7,3,1995
1995-03-08,8,2363.32,3,1995
1995-03-09,9,2138.27,3,1995
1995-03-10,10,2686.15,3,1995
1995-03-13,13,2670.87,3,1995
1995-03-14,14,3016.9,3,1995
1995-03-15,15,2939.43,3,1995
1995-03-16,16,3141.72,3,1995
1995-03-17,17,2981.12,3,1995
1995-03-20,20,2870.05,3,1995
1995-03-21,21,3006.12,3,1995
1995-03-22,22,3003.94,3,1995
1995-03-23,23,3145.61,3,1995
1995-03-24,24,3361.21,3,1995
1995-03-27,27,3372.26,3,1995
1995-03-28,28,3255.77,3,1995
1995-03-29,29,3198.17,3,1995
1995-03-30,30,3125.52,3,1995
1995-03-31,31,2978.96,3,1995
1995-04-03,3,2893.52,4,1995
1995-04-04,4,3125.11,4,1995
1995-04-05,5,3180.39,4,1995
1995-04-06,6,3254.58,4,1995
1995-04-07,7,3192.64,4,1995
1995-04-10,10,3114.09,4,1995
1995-04-11,11,3017.76,4,1995
1995-04-12,12,3020.76,4,1995
1995-04-17,17,3113.13,4,1995
1995-04-18,18,3193.91,4,1995
1995-04-19,19,3330.68,4,1995
1995-04-20,20,3384.26,4,1995
1995-04-24,24,3512.87,4,1995
1995-04-25,25,3699.14,4,1995
1995-04-26,26,3825.88,4,1995
1995-04-27,27,3851.08,4,1995
1995-04-28,28,3813.72,4,1995
1995-05-02,2,3861.51,5,1995
1995-05-03,3,3975.96,5,1995
1995-05-04,4,4043.94,5,1995
1995-05-05,5,4008.23,5,1995
1995-05-08,8,3914.21,5,1995
1995-05-09,9,4065.41,5,1995
1995-05-10,10,4050.43,5,1995
1995-05-11,11,3951.06,5,1995
1995-05-12,12,3998.32,5,1995
1995-05-15,15,3894.04,5,1995
1995-05-16,16,3835.11,5,1995
1995-05-17,17,3964.35,5,1995
1995-05-18,18,4008.06,5,1995
1995-05-19,19,3950.0,5,1995
1995-05-22,22,4033.7,5,1995
1995-05-23,23,4048.7,5,1995
1995-05-24,24,4099.55,5,1995
1995-05-25,25,4018.95,5,1995
1995-05-26,26,3904.97,5,1995
1995-05-29,29,3896.3,5,1995
1995-05-30,30,3706.81,5,1995
1995-05-31,31,3720.59,5,1995
1995-06-01,1,3773.55,6,1995
1995-06-02,2,3966.45,6,1995
1995-06-05,5,4062.8,6,1995
1995-06-06,6,3933.26,6,1995
1995-06-07,7,3808.19,6,1995
1995-06-08,8,3818.49,6,1995
1995-06-09,9,3670.66,6,1995
1995-06-12,12,3704.78,6,1995
1995-06-13,13,3789.27,6,1995
1995-06-14,14,3665.03,6,1995
1995-06-16,16,3717.85,6,1995
1995-06-19,19,3696.12,6,1995
1995-06-20,20,3576.93,6,1995
1995-06-21,21,3631.61,6,1995
1995-06-22,22,3598.82,6,1995
1995-06-23,23,3585.64,6,1995
1995-06-26,26,3537.04,6,1995
1995-06-27,27,3661.32,6,1995
1995-06-28,28,3715.44,6,1995
1995-06-29,29,3678.04,6,1995
1995-06-30,30,3603.38,6,1995
1995-07-03,3,3594.37,7,1995
1995-07-04,4,3633.6,7,1995
1995-07-05,5,3700.3,7,1995
1995-07-06,6,3820.96,7,1995
1995-07-07,7,3961.73,7,1995
1995-07-10,10,3958.4,7,1995
1995-07-11,11,3889.2,7,1995
1995-07-12,12,4026.46,7,1995
1995-07-13,13,4007.5,7,1995
1995-07-14,14,4026.81,7,1995
1995-07-17,17,4016.13,7,1995
1995-07-18,18,3919.18,7,1995
1995-07-19,19,3829.43,7,1995
1995-07-20,20,3939.02,7,1995
1995-07-21,21,3862.37,7,1995
1995-07-24,24,3899.69,7,1995
1995-07-25,25,3917.93,7,1995
1995-07-26,26,3878.81,7,1995
1995-07-27,27,3912.86,7,1995
1995-07-28,28,3888.35,7,1995
1995-07-31,31,3877.48,7,1995
1995-08-01,1,3870.8,8,1995
1995-08-02,2,3918.46,8,1995
1995-08-03,3,4025.53,8,1995
1995-08-04,4,4200.35,8,1995
1995-08-07,7,4393.87,8,1995
1995-08-08,8,4310.75,8,1995
1995-08-09,9,4279.78,8,1995
1995-08-10,10,4337.01,8,1995
1995-08-11,11,4193.0,8,1995
1995-08-14,14,4081.23,8,1995
1995-08-15,15,4156.36,8,1995
1995-08-16,16,4223.3,8,1995
1995-08-17,17,4229.15,8,1995
1995-08-18,18,4235.39,8,1995
1995-08-21,21,4298.99,8,1995
1995-08-22,22,4305.58,8,1995
1995-08-23,23,4471.18,8,1995
1995-08-24,24,4445.01,8,1995
1995-08-25,25,4459.21,8,1995
1995-08-28,28,4514.95,8,1995
1995-08-29,29,4367.8,8,1995
1995-08-30,30,4236.07,8,1995
1995-08-31,31,4310.51,8,1995
1995-09-01,1,4449.98,9,1995
1995-09-04,4,4520.19,9,1995
1995-09-05,5,4563.12,9,1995
1995-09-06,6,4550.04,9,1995
1995-09-08,8,4531.61,9,1995
1995-09-11,11,4638.61,9,1995
1995-09-12,12,4703.66,9,1995
1995-09-13,13,4737.35,9,1995
1995-09-14,14,4810.53,9,1995
1995-09-15,15,4801.81,9,1995
1995-09-18,18,4851.38,9,1995
1995-09-19,19,4861.22,9,1995
1995-09-20,20,4776.63,9,1995
1995-09-21,21,4693.59,9,1995
1995-09-22,22,4673.77,9,1995
1995-09-25,25,4579.09,9,1995
1995-09-26,26,4543.95,9,1995
1995-09-27,27,4548.03,9,1995
1995-09-28,28,4566.67,9,1995
1995-09-29,29,4670.13,9,1995
1995-10-02,2,4538.0,10,1995
1995-10-03,3,4504.21,10,1995
1995-10-04,4,4426.33,10,1995
1995-10-05,5,4498.68,10,1995
1995-10-06,6,4514.63,10,1995
1995-10-09,9,4456.68,10,1995
1995-10-10,10,4409.54,10,1995
1995-10-11,11,4500.69,10,1995
1995-10-13,13,4513.61,10,1995
1995-10-16,16,4549.64,10,1995
1995-10-17,17,4620.99,10,1995
1995-10-18,18,4601.74,10,1995
1995-10-19,19,4585.01,10,1995
1995-10-20,20,4668.8,10,1995
1995-10-23,23,4563.94,10,1995
1995-10-24,24,4528.18,10,1995
1995-10-25,25,4343.78,10,1995
1995-10-26,26,4060.27,10,1995
1995-10-27,27,4140.6,10,1995
1995-10-30,30,4069.06,10,1995
1995-10-31,31,4128.39,10,1995
1995-11-01,1,4099.82,11,1995
1995-11-03,3,4158.78,11,1995
1995-11-06,6,4094.31,11,1995
1995-11-07,7,4111.21,11,1995
1995-11-08,8,4117.07,11,1995
1995-11-09,9,4112.92,11,1995
1995-11-10,10,3957.95,11,1995
1995-11-13,13,3787.04,11,1995
1995-11-14,14,3797.34,11,1995
1995-11-16,16,4003.6,11,1995
1995-11-17,17,4063.58,11,1995
1995-11-20,20,3966.06,11,1995
1995-11-21,21,4059.54,11,1995
1995-11-22,22,4105.76,11,1995
1995-11-23,23,4191.04,11,1995
1995-11-24,24,4081.64,11,1995
1995-11-27,27,4105.15,11,1995
1995-11-28,28,4049.8,11,1995
1995-11-29,29,4182.47,11,1995
1995-11-30,30,4378.56,11,1995
1995-12-01,1,4345.99,12,1995
1995-12-04,4,4334.16,12,1995
1995-12-05,5,4281.09,12,1995
1995-12-06,6,4303.6,12,1995
1995-12-07,7,4318.79,12,1995
1995-12-08,8,4299.25,12,1995
1995-12-11,11,4306.25,12,1995
1995-12-12,12,4365.6,12,1995
1995-12-13,13,4369.79,12,1995
1995-12-14,14,4183.32,12,1995
1995-12-15,15,4158.66,12,1995
1995-12-18,18,4056.01,12,1995
1995-12-19,19,4034.99,12,1995
1995-12-20,20,4205.71,12,1995
1995-12-21,21,4252.03,12,1995
1995-12-22,22,4343.22,12,1995
1995-12-26,26,4364.03,12,1995
1995-12-27,27,4346.25,12,1995
1995-12-28,28,4299.0,12,1995
1996-01-02,2,4390.05,1,1996
1996-01-03,3,4681.47,1,1996
1996-01-04,4,4684.06,1,1996
1996-01-05,5,4694.34,1,1996
1996-01-08,8,4741.01,1,1996
1996-01-09,9,4653.88,1,1996
1996-01-10,10,4622.18,1,1996
1996-01-11,11,4748.67,1,1996
1996-01-12,12,4846.59,1,1996
1996-01-15,15,4895.43,1,1996
1996-01-16,16,4846.77,1,1996
1996-01-17,17,4836.22,1,1996
1996-01-18,18,4833.85,1,1996
1996-01-19,19,4909.03,1,1996
1996-01-22,22,4893.8,1,1996
1996-01-23,23,4985.46,1,1996
1996-01-24,24,4945.24,1,1996
1996-01-26,26,4907.7,1,1996
1996-01-29,29,4934.8,1,1996
1996-01-30,30,5133.49,1,1996
1996-01-31,31,5151.54,1,1996
1996-02-01,1,5269.38,2,1996
1996-02-02,2,5410.9,2,1996
1996-02-05,5,5332.94,2,1996
1996-02-06,6,5354.08,2,1996
1996-02-07,7,5283.0,2,1996
1996-02-08,8,5322.63,2,1996
1996-02-09,9,5305.4,2,1996
1996-02-12,12,5338.95,2,1996
1996-02-13,13,5385.56,2,1996
1996-02-14,14,5330.81,2,1996
1996-02-15,15,5273.71,2,1996
1996-02-16,16,5172.98,2,1996
1996-02-22,22,5237.72,2,1996
1996-02-23,23,5274.35,2,1996
1996-02-26,26,5245.23,2,1996
1996-02-27,27,5193.02,2,1996
1996-02-28,28,5199.29,2,1996
1996-02-29,29,4957.74,2,1996
1996-03-01,1,5083.35,3,1996
1996-03-04,4,5152.65,3,1996
1996-03-05,5,5197.98,3,1996
1996-03-06,6,4975.3,3,1996
1996-03-07,7,4755.99,3,1996
1996-03-08,8,4721.93,3,1996
1996-03-11,11,4771.77,3,1996
1996-03-12,12,4739.4,3,1996
1996-03-13,13,4805.58,3,1996
1996-03-14,14,4841.27,3,1996
1996-03-15,15,4852.53,3,1996
1996-03-18,18,4886.97,3,1996
1996-03-19,19,4851.53,3,1996
1996-03-20,20,4868.35,3,1996
1996-03-21,21,4979.7,3,1996
1996-03-22,22,5051.2,3,1996
1996-03-25,25,5031.61,3,1996
1996-03-26,26,4981.7,3,1996
1996-03-27,27,5039.6,3,1996
1996-03-28,28,4980.51,3,1996
1996-03-29,29,4954.93,3,1996
1996-04-01,1,5009.27,4,1996
1996-04-02,2,4985.56,4,1996
1996-04-03,3,4977.59,4,1996
1996-04-08,8,4853.69,4,1996
1996-04-09,9,4866.47,4,1996
1996-04-10,10,4889.57,4,1996
1996-04-11,11,4885.19,4,1996
1996-04-12,12,5015.56,4,1996
1996-04-15,15,5022.38,4,1996
1996-04-16,16,4989.33,4,1996
1996-04-17,17,5003.9,4,1996
1996-04-18,18,5002.02,4,1996
1996-04-19,19,5075.64,4,1996
1996-04-22,22,5079.69,4,1996
1996-04-23,23,5061.92,4,1996
1996-04-24,24,5047.01,4,1996
1996-04-25,25,5121.87,4,1996
1996-04-26,26,5142.6,4,1996
1996-04-29,29,5149.31,4,1996
1996-04-30,30,5164.1,4,1996
1996-05-02,2,5146.0,5,1996
1996-05-03,3,5101.45,5,1996
1996-05-06,6,5153.02,5,1996
1996-05-07,7,5283.97,5,1996
1996-05-08,8,5360.5,5,1996
1996-05-09,9,5388.54,5,1996
1996-05-10,10,5345.49,5,1996
1996-05-13,13,5480.2,5,1996
1996-05-14,14,5428.11,5,1996
1996-05-15,15,5448.33,5,1996
1996-05-16,16,5475.63,5,1996
1996-05-17,17,5560.36,5,1996
1996-05-20,20,5655.68,5,1996
1996-05-21,21,5601.96,5,1996
1996-05-22,22,5681.52,5,1996
1996-05-23,23,5530.87,5,1996
1996-05-24,24,5600.66,5,1996
1996-05-27,27,5627.98,5,1996
1996-05-28,28,5710.84,5,1996
1996-05-29,29,5625.72,5,1996
1996-05-30,30,5687.79,5,1996
1996-05-31,31,5727.99,5,1996
1996-06-03,3,5635.07,6,1996
1996-06-04,4,5599.42,6,1996
1996-06-05,5,5567.89,6,1996
1996-06-07,7,5530.23,6,1996
1996-06-10,10,5457.19,6,1996
1996-06-11,11,5413.42,6,1996
1996-06-12,12,5532.47,6,1996
1996-06-13,13,5503.79,6,1996
1996-06-14,14,5634.86,6,1996
1996-06-17,17,5804.85,6,1996
1996-06-18,18,5834.6,6,1996
1996-06-19,19,5817.13,6,1996
1996-06-20,20,5823.03,6,1996
1996-06-21,21,6053.14,6,1996
1996-06-24,24,6201.8,6,1996
1996-06-25,25,6082.4,6,1996
1996-06-26,26,6227.15,6,1996
1996-06-27,27,6181.59,6,1996
1996-06-28,28,6043.89,6,1996
1996-07-01,1,6156.19,7,1996
1996-07-02,2,6245.5,7,1996
1996-07-03,3,6355.85,7,1996
1996-07-04,4,6432.09,7,1996
1996-07-05,5,6286.46,7,1996
1996-07-08,8,6338.78,7,1996
1996-07-09,9,6487.97,7,1996
1996-07-10,10,6444.59,7,1996
1996-07-11,11,6508.52,7,1996
1996-07-12,12,6652.19,7,1996
1996-07-15,15,6432.9,7,1996
1996-07-16,16,6293.44,7,1996
1996-07-17,17,6214.68,7,1996
1996-07-18,18,6188.79,7,1996
1996-07-19,19,6411.65,7,1996
1996-07-22,22,6299.14,7,1996
1996-07-23,23,6222.58,7,1996
1996-07-24,24,6050.98,7,1996
1996-07-25,25,6096.31,7,1996
1996-07-26,26,5968.45,7,1996
1996-07-29,29,5909.38,7,1996
1996-07-30,30,6143.34,7,1996
1996-07-31,31,6123.28,7,1996
1996-08-01,1,6277.3,8,1996
1996-08-02,2,6363.57,8,1996
1996-08-05,5,6244.14,8,1996
1996-08-06,6,6130.75,8,1996
1996-08-07,7,6165.26,8,1996
1996-08-08,8,6257.25,8,1996
1996-08-09,9,6222.76,8,1996
1996-08-12,12,6304.19,8,1996
1996-08-13,13,6227.71,8,1996
1996-08-14,14,6227.1,8,1996
1996-08-15,15,6348.41,8,1996
1996-08-16,16,6352.86,8,1996
1996-08-19,19,6292.14,8,1996
1996-08-20,20,6337.12,8,1996
1996-08-21,21,6314.77,8,1996
1996-08-22,22,6248.94,8,1996
1996-08-23,23,6202.7,8,1996
1996-08-26,26,6028.06,8,1996
1996-08-27,27,6126.1,8,1996
1996-08-28,28,6294.76,8,1996
1996-08-29,29,6270.03,8,1996
1996-08-30,30,6259.4,8,1996
1996-09-02,2,6232.54,9,1996
1996-09-03,3,6270.04,9,1996
1996-09-04,4,6276.87,9,1996
1996-09-05,5,6254.01,9,1996
1996-09-06,6,6334.61,9,1996
1996-09-09,9,6382.76,9,1996
1996-09-10,10,6415.78,9,1996
1996-09-11,11,6358.06,9,1996
1996-09-12,12,6390.97,9,1996
1996-09-13,13,6464.29,9,1996
1996-09-16,16,6534.27,9,1996
1996-09-17,17,6512.41,9,1996
1996-09-18,18,6489.64,9,1996
1996-09-19,19,6560.2,9,1996
1996-09-20,20,6588.26,9,1996
1996-09-23,23,6551.73,9,1996
1996-09-24,24,6563.78,9,1996
1996-09-25,25,6513.87,9,1996
1996-09-26,26,6535.91,9,1996
1996-09-27,27,6458.88,9,1996
1996-09-30,30,6446.87,9,1996
1996-10-01,1,6521.77,10,1996
1996-10-02,2,6605.8,10,1996
1996-10-04,4,6626.94,10,1996
1996-10-07,7,6612.66,10,1996
1996-10-08,8,6651.57,10,1996
1996-10-09,9,6631.08,10,1996
1996-10-10,10,6626.74,10,1996
1996-10-11,11,6608.67,10,1996
1996-10-14,14,6631.31,10,1996
1996-10-15,15,6744.94,10,1996
1996-10-16,16,6733.54,10,1996
1996-10-17,17,6766.04,10,1996
1996-10-18,18,6798.14,10,1996
1996-10-21,21,6798.91,10,1996
1996-10-22,22,6675.62,10,1996
1996-10-23,23,6648.6,10,1996
1996-10-24,24,6588.84,10,1996
1996-10-25,25,6503.35,10,1996
1996-10-28,28,6401.08,10,1996
1996-10-29,29,6549.75,10,1996
1996-10-30,30,6543.22,10,1996
1996-10-31,31,6533.15,10,1996
1996-11-01,1,6641.18,11,1996
1996-11-04,4,6658.53,11,1996
1996-11-05,5,6697.59,11,1996
1996-11-06,6,6704.6,11,1996
1996-11-07,7,6666.67,11,1996
1996-11-08,8,6559.59,11,1996
1996-11-11,11,6582.9,11,1996
1996-11-12,12,6523.32,11,1996
1996-11-13,13,6570.97,11,1996
1996-11-14,14,6522.99,11,1996
1996-11-18,18,6556.25,11,1996
1996-11-19,19,6556.99,11,1996
1996-11-20,20,6541.3,11,1996
1996-11-21,21,6625.94,11,1996
1996-11-22,22,6645.26,11,1996
1996-11-25,25,6649.2,11,1996
1996-11-26,26,6631.51,11,1996
1996-11-27,27,6591.89,11,1996
1996-11-28,28,6644.89,11,1996
1996-11-29,29,6666.08,11,1996
1996-12-02,2,6735.63,12,1996
1996-12-03,3,6836.8,12,1996
1996-12-04,4,6797.61,12,1996
1996-12-05,5,6947.1,12,1996
1996-12-06,6,6872.91,12,1996
1996-12-09,9,6836.36,12,1996
1996-12-10,10,6855.86,12,1996
1996-12-11,11,6677.78,12,1996
1996-12-12,12,6657.45,12,1996
1996-12-13,13,6680.18,12,1996
1996-12-16,16,6654.36,12,1996
1996-12-17,17,6784.57,12,1996
1996-12-18,18,6910.41,12,1996
1996-12-19,19,6891.64,12,1996
1996-12-20,20,6942.24,12,1996
1996-12-23,23,6912.57,12,1996
1996-12-26,26,6957.76,12,1996
1996-12-27,27,7006.85,12,1996
